,name,id,nametype,recclass,mass_grams,fall,year,reclat,reclong,geolocation,geometry,state_abbrev_x,state,county,country,elevation,state_abbrev,FIPS
598,Tafoya (a),23780,Valid,H4,270.0,Found,1951,36.45,-104.1,"(36.45, -104.1)",POINT (-104.1 36.45),None_Found,New Mexico,Colfax County,United States,1937.0,NM,35
599,Tafoya (b),23781,Valid,H5,490.0,Found,1951,36.45,-104.1,"(36.45, -104.1)",POINT (-104.1 36.45),None_Found,New Mexico,Colfax County,United States,1937.0,NM,35
600,Taiban,23785,Valid,L5,25000.0,Found,1934,34.45,-104.01667,"(34.45, -104.01667)",POINT (-104.01667 34.45),None_Found,New Mexico,De Baca County,United States,1271.0,NM,35
601,Taiban (b),23786,Valid,LL6,641.0,Found,1984,34.45,-104.01667,"(34.45, -104.01667)",POINT (-104.01667 34.45),None_Found,New Mexico,De Baca County,United States,1271.0,NM,35
602,Tatum,23886,Valid,H4,1787.0,Found,1938,33.23333,-103.44167,"(33.23333, -103.44167)",POINT (-103.44167 33.23333),None_Found,New Mexico,Lea County,United States,1253.0,NM,35
603,Techado,23892,Valid,"Iron, IIE",810.0,Found,1983,34.53333,-108.35,"(34.53333, -108.35)",POINT (-108.35 34.53333),None_Found,New Mexico,Catron County,United States,2226.0,NM,35
604,Thoreau,23974,Valid,"Iron, IAB complex",500.0,Found,1954,35.28333,-108.26667,"(35.28333, -108.26667)",POINT (-108.26667 35.28333),None_Found,New Mexico,Cibola County,United States,2508.0,NM,35
605,Tinnie,24006,Valid,"Iron, IVB",15300.0,Found,1978,33.38333,-105.25,"(33.38333, -105.25)",POINT (-105.25 33.38333),None_Found,New Mexico,Lincoln County,United States,1619.0,NM,35
606,Ute Creek,24134,Valid,H4,1000.0,Found,1936,36.2,-103.9,"(36.2, -103.9)",POINT (-103.9 36.2),None_Found,New Mexico,Union County,United States,1738.0,NM,35
607,Wagon Mound,24196,Valid,L6,87500.0,Found,1932,35.84083,-104.58583,"(35.84083, -104.58583)",POINT (-104.58583 35.84083),None_Found,New Mexico,Mora County,United States,1800.0,NM,35
608,Willard (a),24270,Valid,L6,800.0,Found,1978,34.43333,-105.78333,"(34.43333, -105.78333)",POINT (-105.78333 34.43333),None_Found,New Mexico,Torrance County,United States,1902.0,NM,35
609,Willard (b),24271,Valid,H3.6,12700.0,Found,1934,34.5,-105.83333,"(34.5, -105.83333)",POINT (-105.83333 34.5),None_Found,New Mexico,Torrance County,United States,1946.0,NM,35
610,Bald Mountain,4925,Valid,L4,3700.0,Fell,1929,35.96667,-82.48333000000002,"(35.96667, -82.48333)",POINT (-82.48333 35.96667),None_Found,North Carolina,Yancey County,United States,1166.0,NC,37
611,Castalia,5291,Valid,H5,7300.0,Fell,1874,36.08333,-78.06667,"(36.08333, -78.06667)",POINT (-78.06667 36.08333),None_Found,North Carolina,Nash County,United States,88.0,NC,37
612,Caswell County,5296,Valid,OC,1360.0,Fell,1810,36.5,-79.25,"(36.5, -79.25)",POINT (-79.25 36.5),None_Found,North Carolina,Caswell County,United States,162.0,NC,37
613,Cross Roads,5476,Valid,H5,167.0,Fell,1892,35.63333,-78.13333,"(35.63333, -78.13333)",POINT (-78.13333 35.63333),None_Found,North Carolina,Wilson County,United States,59.0,NC,37
614,Farmville,10075,Valid,H4,56000.0,Fell,1934,35.55,-77.53333,"(35.55, -77.53333)",POINT (-77.53333 35.55),None_Found,North Carolina,Pitt County,United States,20.0,NC,37
615,Ferguson,10088,Valid,OC,220.0,Fell,1889,36.1,-81.41667,"(36.1, -81.41667)",POINT (-81.41667 36.1),None_Found,North Carolina,Wilkes County,United States,461.0,NC,37
616,Monroe,16720,Valid,H4,8600.0,Fell,1849,35.25,-80.5,"(35.25, -80.5)",POINT (-80.5 35.25),None_Found,North Carolina,Cabarrus County,United States,164.0,NC,37
617,Moore County,16736,Valid,Eucrite-cm,1880.0,Fell,1913,35.41667,-79.38333,"(35.41667, -79.38333)",POINT (-79.38333 35.41667),None_Found,North Carolina,Moore County,United States,98.0,NC,37
618,Rich Mountain,22597,Valid,L6,668.0,Fell,1903,35.03333,-83.03333,"(35.03333, -83.03333)",POINT (-83.03333 35.03333),None_Found,North Carolina,Jackson County,United States,974.0,NC,37
619,Alexander County,464,Valid,"Iron, IAB complex",192.0,Found,1875,35.75,-81.25,"(35.75, -81.25)",POINT (-81.25 35.75),None_Found,North Carolina,Catawba County,United States,321.0,NC,37
620,Asheville,2347,Valid,"Iron, IIIAB",800.0,Found,1839,35.58333,-82.53333,"(35.58333, -82.53333)",POINT (-82.53333 35.58333),None_Found,North Carolina,Buncombe County,United States,672.0,NC,37
621,Black Mountain,5066,Valid,"Iron, IAB-MG",800.0,Found,1839,35.58333,-82.35,"(35.58333, -82.35)",POINT (-82.35 35.58333),None_Found,North Carolina,Buncombe County,United States,1064.0,NC,37
622,Bridgewater,5139,Valid,"Iron, IID",13600.0,Found,1890,35.71667,-81.86667,"(35.71667, -81.86667)",POINT (-81.86667 35.71667),None_Found,North Carolina,McDowell County,United States,356.0,NC,37
623,Colfax,5402,Valid,"Iron, IAB-ung",2300.0,Found,1880,35.3,-81.73333000000002,"(35.3, -81.73333)",POINT (-81.73333 35.3),None_Found,North Carolina,Rutherford County,United States,291.0,NC,37
624,Deep Springs,6637,Valid,"Iron, ungrouped",11500.0,Found,1846,36.5,-79.75,"(36.5, -79.75)",POINT (-79.75 36.5),None_Found,North Carolina,Rockingham County,United States,180.0,NC,37
625,Duel Hill (1854),7738,Valid,"Iron, IVA",21800.0,Found,1854,35.85,-82.7,"(35.85, -82.7)",POINT (-82.7 35.85),None_Found,North Carolina,Madison County,United States,699.0,NC,37
626,Duel Hill (1873),7739,Valid,"Iron, IAB-MG",11300.0,Found,1873,35.85,-82.7,"(35.85, -82.7)",POINT (-82.7 35.85),None_Found,North Carolina,Madison County,United States,699.0,NC,37
627,Forsyth County,10165,Valid,"Iron, IIAB",22700.0,Found,1891,36.1,-80.2,"(36.1, -80.2)",POINT (-80.2 36.1),None_Found,North Carolina,Forsyth County,United States,261.0,NC,37
628,Guilford County,11444,Valid,"Iron, IIIAB",1100.0,Found,1822,35.56667,-79.83333,"(35.56667, -79.83333)",POINT (-79.83333 35.56667),None_Found,North Carolina,Randolph County,United States,215.0,NC,37
629,Hendersonville,11873,Valid,L5,6000.0,Found,1901,35.31667,-81.46667,"(35.31667, -81.46667)",POINT (-81.46667 35.31667),None_Found,North Carolina,Cleveland County,United States,242.0,NC,37
630,Lick Creek,14647,Valid,"Iron, IIAB",1240.0,Found,1879,35.66667,-80.25,"(35.66667, -80.25)",POINT (-80.25 35.66667),None_Found,North Carolina,Davidson County,United States,198.0,NC,37
631,Linville,14656,Valid,"Iron, IAB-sHH",442.0,Found,1882,35.86667,-81.91667,"(35.86667, -81.91667)",POINT (-81.91667 35.86667),None_Found,North Carolina,McDowell County,United States,927.0,NC,37
632,Mayodan,15452,Valid,"Iron, IIAB",15400.0,Found,1920,36.38333,-79.86667,"(36.38333, -79.86667)",POINT (-79.86667 36.38333),None_Found,North Carolina,Rockingham County,United States,199.0,NC,37
633,Murphy,16881,Valid,"Iron, IIAB",7700.0,Found,1899,35.1,-84.03333,"(35.1, -84.03333)",POINT (-84.03333 35.1),None_Found,North Carolina,Cherokee County,United States,513.0,NC,37
634,Nashville (iron),16920,Valid,Iron,18000.0,Found,1934,35.96667,-77.96667,"(35.96667, -77.96667)",POINT (-77.96667 35.96667),None_Found,North Carolina,Nash County,United States,59.0,NC,37
635,Persimmon Creek,18796,Valid,"Iron, IAB-sLM",5000.0,Found,1893,35.05,-84.23333000000002,"(35.05, -84.23333)",POINT (-84.23333 35.05),None_Found,North Carolina,Cherokee County,United States,770.0,NC,37
636,Smith's Mountain,23652,Valid,"Iron, IIIAB",5000.0,Found,1863,36.41667,-80.0,"(36.41667, -80.0)",POINT (-80 36.41667),None_Found,North Carolina,Rockingham County,United States,215.0,NC,37
637,Uwharrie,24139,Valid,"Iron, IIIAB",72700.0,Found,1930,35.51667,-79.96667,"(35.51667, -79.96667)",POINT (-79.96667 35.51667),None_Found,North Carolina,Randolph County,United States,191.0,NC,37
638,Wood's Mountain,24332,Valid,"Iron, IVA",3867.0,Found,1918,35.68333,-82.18333,"(35.68333, -82.18333)",POINT (-82.18333 35.68333),None_Found,North Carolina,McDowell County,United States,805.0,NC,37
639,Baldwyn,4926,Valid,L6,345.0,Fell,1922,34.5,-88.66667,"(34.5, -88.66667)",POINT (-88.66667 34.5),None_Found,Mississippi,Lee County,United States,119.0,MS,28
640,Oktibbeha County,18003,Valid,"Iron, IAB-ung",156.0,Found,1854,33.5,-89.0,"(33.5, -89.0)",POINT (-89 33.5),None_Found,Mississippi,Oktibbeha County,United States,103.0,MS,28
641,Tupelo,56551,Valid,EL6,280.0,Found,2012,34.24216,-88.77594,"(34.24216, -88.77594)",POINT (-88.77594 34.24216),None_Found,Mississippi,Lee County,United States,95.0,MS,28
642,Bath,4974,Valid,H4,21000.0,Fell,1892,45.41667,-98.31667,"(45.41667, -98.31667)",POINT (-98.31667 45.41667),None_Found,South Dakota,Brown County,United States,394.0,SD,46
643,Centerville,5307,Valid,H5,45.6,Fell,1956,43.2,-96.91667,"(43.2, -96.91667)",POINT (-96.91667 43.2),None_Found,South Dakota,Lincoln County,United States,374.0,SD,46
644,Batesland,4973,Valid,H5,2500.0,Found,1961,43.13333,-102.1,"(43.13333, -102.1)",POINT (-102.1 43.13333),None_Found,South Dakota,Oglala Lakota County,United States,1041.0,SD,46
645,Bennett County,5022,Valid,"Iron, IIAB",89000.0,Found,1934,43.5,-101.25,"(43.5, -101.25)",POINT (-101.25 43.5),None_Found,South Dakota,Jackson County,United States,797.0,SD,46
646,Cavour,5300,Valid,H6,26210.0,Found,1938,44.221494,-98.059192,"(44.221494, -98.059192)",POINT (-98.059192 44.221494),None_Found,South Dakota,Beadle County,United States,394.0,SD,46
647,Crow Peak,44709,Valid,"Iron, IIAB",6320.0,Found,1958,44.47733,-103.972,"(44.47733, -103.972)",POINT (-103.972 44.47733),None_Found,South Dakota,Lawrence County,United States,1459.0,SD,46
648,Emery,10031,Valid,Mesosiderite-A3,16700.0,Found,1962,43.56333,-97.58333,"(43.56333, -97.58333)",POINT (-97.58333 43.56333),None_Found,South Dakota,McCook County,United States,420.0,SD,46
649,Fairburn,56565,Valid,"Iron, IAB-ung",445.0,Found,1907,43.603,-103.026,"(43.603, -103.026)",POINT (-103.026 43.603),None_Found,South Dakota,Custer County,United States,859.0,SD,46
650,Faith,10071,Valid,H5,105000.0,Found,1952,45.33333,-102.08333,"(45.33333, -102.08333)",POINT (-102.08333 45.33333),None_Found,South Dakota,Perkins County,United States,734.0,SD,46
651,Flandreau,10109,Valid,H5,21360.0,Found,1983,44.04833,-96.59167,"(44.04833, -96.59167)",POINT (-96.59167 44.04833),None_Found,South Dakota,Moody County,United States,474.0,SD,46
652,Fort Pierre,10167,Valid,"Iron, IIIAB",15900.0,Found,1856,44.35,-100.38333,"(44.35, -100.38333)",POINT (-100.38333 44.35),None_Found,South Dakota,Stanley County,United States,452.0,SD,46
653,Harding County,11826,Valid,L4,3075.0,Found,1941,45.5,-103.5,"(45.5, -103.5)",POINT (-103.5 45.5),None_Found,South Dakota,Harding County,United States,906.0,SD,46
654,Lemmon,12762,Valid,H5,6680.0,Found,1984,45.93333,-102.18333,"(45.93333, -102.18333)",POINT (-102.18333 45.93333),None_Found,South Dakota,Perkins County,United States,779.0,SD,46
655,Mission,16704,Valid,L,12000.0,Found,1949,43.31667,-100.76667,"(43.31667, -100.76667)",POINT (-100.76667 43.31667),None_Found,South Dakota,Todd County,United States,806.0,SD,46
656,Timber Lake,57160,Valid,H3,8660.0,Found,2011,45.425,-101.097,"(45.425, -101.097)",POINT (-101.097 45.425),None_Found,South Dakota,Dewey County,United States,660.0,SD,46
657,Wolsey,24328,Valid,"Iron, IAB-MG",74830.0,Found,1981,44.4,-98.53333,"(44.4, -98.53333)",POINT (-98.53333 44.4),None_Found,South Dakota,Beadle County,United States,411.0,SD,46
658,Bath Furnace,4975,Valid,L6,86000.0,Fell,1902,38.25,-83.75,"(38.25, -83.75)",POINT (-83.75 38.25),None_Found,Kentucky,Bath County,United States,279.0,KY,21
659,Burnwell,5175,Valid,H4-an,1504.0,Fell,1990,37.62194,-82.23722,"(37.62194, -82.23722)",POINT (-82.23722 37.62194),None_Found,Kentucky,Pike County,United States,363.0,KY,21
660,Cumberland Falls,5496,Valid,Aubrite,17000.0,Fell,1919,36.83333,-84.35,"(36.83333, -84.35)",POINT (-84.35 36.83333),None_Found,Kentucky,McCreary County,United States,322.0,KY,21
661,Cynthiana,5500,Valid,L/LL4,6000.0,Fell,1877,38.4,-84.25,"(38.4, -84.25)",POINT (-84.25 38.4),None_Found,Kentucky,Harrison County,United States,249.0,KY,21
662,Louisville,14716,Valid,L6,1300.0,Fell,1977,38.25,-85.75,"(38.25, -85.75)",POINT (-85.75 38.25),None_Found,Kentucky,Jefferson County,United States,144.0,KY,21
663,Murray,16882,Valid,CM2,12600.0,Fell,1950,36.6,-88.1,"(36.6, -88.1)",POINT (-88.1 36.6),None_Found,Kentucky,Calloway County,United States,144.0,KY,21
664,Campbellsville,5245,Valid,"Iron, IIIAB",15400.0,Found,1929,37.36667,-85.36667,"(37.36667, -85.36667)",POINT (-85.36667 37.36667),None_Found,Kentucky,Taylor County,United States,255.0,KY,21
665,Casey County,5286,Valid,"Iron, IAB-MG",723.0,Found,1877,37.25,-85.0,"(37.25, -85.0)",POINT (-85 37.25),None_Found,Kentucky,Casey County,United States,286.0,KY,21
666,Clark County,5373,Valid,"Iron, IIIF",11300.0,Found,1937,38.0,-84.16667,"(38.0, -84.16667)",POINT (-84.16667 38),None_Found,Kentucky,Clark County,United States,301.0,KY,21
667,Eagle Station,7761,Valid,"Pallasite, PES",36000.0,Found,1880,38.61667,-84.96667,"(38.61667, -84.96667)",POINT (-84.96667 38.61667),None_Found,Kentucky,Owen County,United States,263.0,KY,21
668,Edmonton (Kentucky),7771,Valid,"Iron, IAB-sLM",10200.0,Found,1942,37.03333,-85.63333,"(37.03333, -85.63333)",POINT (-85.63333 37.03333),None_Found,Kentucky,Metcalfe County,United States,234.0,KY,21
669,Frankfort (iron),10176,Valid,"Iron, IIIAB",10900.0,Found,1866,38.2,-84.83333,"(38.2, -84.83333)",POINT (-84.83333 38.2),None_Found,Kentucky,Franklin County,United States,237.0,KY,21
670,Franklin,10178,Valid,H5,9062.0,Found,1921,36.71667,-86.56667,"(36.71667, -86.56667)",POINT (-86.56667 36.71667),None_Found,Kentucky,Simpson County,United States,216.0,KY,21
671,Glasgow,10927,Valid,"Iron, IIIAB",20400.0,Found,1922,37.01667,-85.91667,"(37.01667, -85.91667)",POINT (-85.91667 37.01667),None_Found,Kentucky,Barren County,United States,244.0,KY,21
672,Kenton County,12280,Valid,"Iron, IIIAB",194000.0,Found,1889,38.81667,-84.6,"(38.81667, -84.6)",POINT (-84.6 38.81667),None_Found,Kentucky,Kenton County,United States,274.0,KY,21
673,La Grange,12399,Valid,"Iron, IVA",50800.0,Found,1860,38.4,-85.36667,"(38.4, -85.36667)",POINT (-85.36667 38.4),None_Found,Kentucky,Oldham County,United States,244.0,KY,21
674,Marshall County,15433,Valid,"Iron, IIIAB",6800.0,Found,1860,37.0,-88.25,"(37.0, -88.25)",POINT (-88.25 37),None_Found,Kentucky,Livingston County,United States,110.0,KY,21
675,Monticello,16728,Valid,Howardite,210.0,Found,1982,36.95,-84.9,"(36.95, -84.9)",POINT (-84.9 36.95),None_Found,Kentucky,Russell County,United States,251.0,KY,21
676,Mount Vernon,16806,Valid,"Pallasite, PMG",159000.0,Found,1868,36.93333,-87.4,"(36.93333, -87.4)",POINT (-87.4 36.93333),None_Found,Kentucky,Christian County,United States,217.0,KY,21
677,Nelson County,16942,Valid,"Iron, IIIF",73030.0,Found,1856,37.75,-85.5,"(37.75, -85.5)",POINT (-85.5 37.75),None_Found,Kentucky,Nelson County,United States,179.0,KY,21
678,Providence,18893,Valid,"Iron, IIIAB",6804.0,Found,1903,38.56667,-85.23333000000002,"(38.56667, -85.23333)",POINT (-85.23333 38.56667),None_Found,Kentucky,Trimble County,United States,237.0,KY,21
679,Salt River,23113,Valid,"Iron, IIC",3600.0,Found,1850,37.95,-85.78333,"(37.95, -85.78333)",POINT (-85.78333 37.95),None_Found,Kentucky,Bullitt County,United States,140.0,KY,21
680,Scottsville,23466,Valid,"Iron, IIAB",10000.0,Found,1867,36.76667,-86.16667,"(36.76667, -86.16667)",POINT (-86.16667 36.76667),None_Found,Kentucky,Allen County,United States,216.0,KY,21
681,Smithland,23650,Valid,"Iron, IVA",5000.0,Found,1839,37.13333,-88.4,"(37.13333, -88.4)",POINT (-88.4 37.13333),None_Found,Kentucky,Livingston County,United States,112.0,KY,21
682,Waldron Ridge,24203,Valid,"Iron, IAB complex",13600.0,Found,1887,36.63333,-83.83333,"(36.63333, -83.83333)",POINT (-83.83333 36.63333),None_Found,Kentucky,Bell County,United States,809.0,KY,21
683,Walltown,24208,Valid,L6,1600.0,Found,1956,37.325,-84.71667,"(37.325, -84.71667)",POINT (-84.71667 37.325),None_Found,Kentucky,Casey County,United States,369.0,KY,21
684,Battle Mountain,56133,Valid,L6,2900.0,Fell,2012,40.66813,-117.18913,"(40.66813, -117.18913)",POINT (-117.18913 40.66813),None_Found,Nevada,Humboldt County,United States,1852.0,NV,32
685,Alkali,474,Valid,H6,30.47,Found,1998,37.86667,-117.4,"(37.86667, -117.4)",POINT (-117.4 37.86667),None_Found,Nevada,Esmeralda County,United States,1467.0,NV,32
686,Antelope,57455,Valid,H4,754.0,Found,2012,40.90183,-118.54465,"(40.90183, -118.54465)",POINT (-118.54465 40.90183),None_Found,Nevada,Humboldt County,United States,1376.0,NV,32
687,Beer Bottle Pass,4996,Valid,L5,8.9,Found,1999,35.66117,-115.33333,"(35.66117, -115.33333)",POINT (-115.33333 35.66117),None_Found,Nevada,Clark County,United States,806.0,NV,32
688,Black Rock 001,32765,Valid,L6,152.0,Found,2003,40.86717,-119.18352,"(40.86717, -119.18352)",POINT (-119.18352 40.86717),None_Found,Nevada,Pershing County,United States,1194.0,NV,32
689,Blue Eagle,45972,Valid,R3-6,70.0,Found,2006,38.66167,-115.51833,"(38.66167, -115.51833)",POINT (-115.51833 38.66167),None_Found,Nevada,Nye County,United States,1485.0,NV,32
690,Bluewing 001,5079,Valid,Eucrite-mmict,6.1,Found,2000,40.2495,-118.93683,"(40.2495, -118.93683)",POINT (-118.93683 40.2495),None_Found,Nevada,Pershing County,United States,1191.0,NV,32
691,Bluewing 002,5080,Valid,H5,23.0,Found,1999,40.24148,-118.94763,"(40.24148, -118.94763)",POINT (-118.94763 40.24148),None_Found,Nevada,Pershing County,United States,1191.0,NV,32
692,Bluewing 003,5081,Valid,L6,95.0,Found,1999,40.26752000000001,-118.94308,"(40.26752, -118.94308)",POINT (-118.94308 40.26752),None_Found,Nevada,Pershing County,United States,1191.0,NV,32
693,Bluewing 004,5082,Valid,L5,113.0,Found,1999,40.27537,-118.9461,"(40.27537, -118.9461)",POINT (-118.9461 40.27537),None_Found,Nevada,Pershing County,United States,1191.0,NV,32
694,Bluewing 005,5083,Valid,L5,7200.0,Found,1999,40.28563,-118.94657,"(40.28563, -118.94657)",POINT (-118.94657 40.28563),None_Found,Nevada,Pershing County,United States,1191.0,NV,32
695,Bluewing 006,5084,Valid,L6,355.0,Found,1999,40.28338,-118.94808,"(40.28338, -118.94808)",POINT (-118.94808 40.28338),None_Found,Nevada,Pershing County,United States,1190.0,NV,32
696,Bluewing 007,5085,Valid,L4,324.0,Found,1999,40.28247,-118.94872,"(40.28247, -118.94872)",POINT (-118.94872 40.28247),None_Found,Nevada,Pershing County,United States,1190.0,NV,32
697,Bluewing 008,5086,Valid,H5,451.7,Found,2001,40.27957,-118.94642,"(40.27957, -118.94642)",POINT (-118.94642 40.27957),None_Found,Nevada,Pershing County,United States,1191.0,NV,32
698,Bluewing 029,45959,Valid,H6,83.8,Found,2006,40.2628,-118.95912,"(40.2628, -118.95912)",POINT (-118.95912 40.2628),None_Found,Nevada,Pershing County,United States,1191.0,NV,32
699,Bluewing 030,51574,Valid,H5,18.81,Found,1999,40.26667,-118.93333,"(40.26667, -118.93333)",POINT (-118.93333 40.26667),None_Found,Nevada,Pershing County,United States,1192.0,NV,32
700,Bluewing 031,51575,Valid,H5,170.0,Found,1999,40.26667,-118.93333,"(40.26667, -118.93333)",POINT (-118.93333 40.26667),None_Found,Nevada,Pershing County,United States,1192.0,NV,32
701,Bluewing 032,54474,Valid,L5,78.0,Found,1999,40.26667,-118.93333,"(40.26667, -118.93333)",POINT (-118.93333 40.26667),None_Found,Nevada,Pershing County,United States,1192.0,NV,32
702,Bluewing 033,51576,Valid,L5,287.44,Found,1999,40.26667,-118.93333,"(40.26667, -118.93333)",POINT (-118.93333 40.26667),None_Found,Nevada,Pershing County,United States,1192.0,NV,32
703,Bluewing 034,51577,Valid,H5,34.0,Found,1999,40.26667,-118.93333,"(40.26667, -118.93333)",POINT (-118.93333 40.26667),None_Found,Nevada,Pershing County,United States,1192.0,NV,32
704,Bluewing 035,51578,Valid,L6,12.56,Found,1999,40.26667,-118.93333,"(40.26667, -118.93333)",POINT (-118.93333 40.26667),None_Found,Nevada,Pershing County,United States,1192.0,NV,32
705,Bluewing 036,51579,Valid,L6,10.47,Found,1999,40.26667,-118.93333,"(40.26667, -118.93333)",POINT (-118.93333 40.26667),None_Found,Nevada,Pershing County,United States,1192.0,NV,32
706,Bluewing 037,52962,Valid,H5,37.2,Found,2009,40.2819,-118.94693,"(40.2819, -118.94693)",POINT (-118.94693 40.2819),None_Found,Nevada,Pershing County,United States,1191.0,NV,32
