,COU,Large subnational region,Land cover class,Value,Unit Code
66878,CHN,Shandong Sheng,Sparse vegetation,61.518064,KM2
66898,AUS,Administrative unit not available,Grassland,0.0,KM2
66908,AFG,Logar,Grassland,3250.8741760000003,KM2
66928,AFG,Farah,Shrubland,449.02004,KM2
66933,AFG,Farah,Bare area,22718.79106,KM2
66943,AFG,Hilmand,Sparse vegetation,676.8532720000001,KM2
66948,AFG,Hilmand,Inland water,35.70520799999999,KM2
66978,AFG,Khost,Bare area,4.173336,KM2
66983,AFG,Jawzjan,Wetland,0.0,KM2
66988,AFG,Paktika,Cropland,630.328304,KM2
66998,AFG,Takhar,Shrubland,893.557608,KM2
67003,AFG,Takhar,Sparse vegetation,1700.711704,KM2
67008,AFG,Takhar,Cropland,4005.861572,KM2
67013,AFG,Takhar,Artificial surfaces,13.215563999999999,KM2
67018,AFG,Takhar,Inland water,82.15289200000001,KM2
67028,AFG,Bamyan,Bare area,2537.311004,KM2
67033,AFG,Laghman,Artificial surfaces,23.339767999999996,KM2
67058,AFG,Balkh,Inland water,136.79268,KM2
67083,AFG,Faryab,Sparse vegetation,2228.947844,KM2
67098,AFG,Kandahar,Shrubland,550.4939320000001,KM2
67103,AFG,Kandahar,Sparse vegetation,1127.341708,KM2
67108,AFG,Kandahar,Cropland,2942.2018799999996,KM2
67113,AFG,Kandahar,Bare area,38847.498156,KM2
67123,AFG,Nuristan,Tree cover,1044.184124,KM2
67128,AFG,Nuristan,Bare area,579.9391360000001,KM2
67138,AFG,Badghis,Grassland,1189.9417480000002,KM2
67143,AFG,Badghis,Sparse vegetation,2445.111192,KM2
67148,AFG,Badghis,Inland water,1.236544,KM2
67178,AFG,Wardak,Shrubland,141.352436,KM2
67183,AFG,Baghlan,Bare area,1450.23426,KM2
67193,AFG,Kapisa,Wetland,0.0,KM2
67198,AFG,Kapisa,Shrubland,67.77806799999999,KM2
67203,AFG,Kapisa,Sparse vegetation,126.74576000000002,KM2
67208,AFG,Nimroz,Sparse vegetation,172.188752,KM2
67218,AFG,Kabul,Tree cover,205.266304,KM2
67223,AFG,Kabul,Sparse vegetation,329.69354400000003,KM2
67228,AFG,Kabul,Inland water,16.384208,KM2
67233,AFG,Ghazni,Grassland,9609.492559999999,KM2
67248,AFG,Hirat,Tree cover,361.68912,KM2
67253,AFG,Hirat,Grassland,26683.46026,KM2
67258,AFG,Hirat,Cropland,6486.136984,KM2
67268,AFG,Kunar,Tree cover,2054.7497080000003,KM2
67273,AFG,Kunar,Cropland,1428.4401719999998,KM2
67278,AFG,Kunar,Inland water,4.173336,KM2
67288,AFG,Samangan,Sparse vegetation,2240.1540240000004,KM2
67333,AFG,Nangarhar,Tree cover,457.05757600000004,KM2
67338,AFG,Nangarhar,Grassland,3994.346256,KM2
67343,AFG,Nangarhar,Sparse vegetation,124.81366000000001,KM2
67348,AFG,Nangarhar,Cropland,2018.5035119999998,KM2
67353,AFG,Nangarhar,Inland water,12.056303999999999,KM2
67373,AFG,Zabul,Grassland,7553.274456,KM2
67378,AFG,Daykundi,Tree cover,110.97982400000001,KM2
67383,AFG,Daykundi,Sparse vegetation,2828.2852639999996,KM2
67388,AFG,Daykundi,Artificial surfaces,1.9320999999999997,KM2
67408,AFG,Badakhshan,Tree cover,62.290904,KM2
67413,AFG,Badakhshan,Sparse vegetation,2156.300884,KM2
67418,AFG,Badakhshan,Cropland,4581.550088,KM2
67433,AFG,Paktya,Tree cover,374.904684,KM2
67438,AFG,Paktya,Wetland,0.0,KM2
67443,AFG,Paktya,Sparse vegetation,124.19538800000001,KM2
67448,AFG,Paktya,Artificial surfaces,0.0,KM2
67468,AFG,Kunduz,Grassland,305.65822,KM2
67488,AFG,Uruzgan,Wetland,0.0,KM2
67493,AFG,Uruzgan,Bare area,2305.4590040000003,KM2
67508,DZA,Khenchela,Bare area,2975.1248639999994,KM2
67528,DZA,Tizi Ouzou,Inland water,8.037536,KM2
67553,DZA,Saida,Tree cover,2.473088,KM2
67558,DZA,Saida,Shrubland,795.63878,KM2
67563,DZA,Saida,Bare area,136.48354400000002,KM2
67568,DZA,Ouargla,Grassland,0.0,KM2
67573,DZA,Ouargla,Wetland,0.0,KM2
67578,DZA,Ouargla,Sparse vegetation,90.499564,KM2
67583,DZA,Ouargla,Artificial surfaces,104.024264,KM2
67588,DZA,Ouargla,Bare area,154499.526376,KM2
67598,DZA,Naama,Wetland,0.0,KM2
67603,DZA,Naama,Artificial surfaces,17.311616,KM2
67613,DZA,Oum El Bouaghi,Inland water,5.950868000000001,KM2
67618,DZA,El Bayadh,Wetland,0.0,KM2
67638,DZA,Ain-Defla,Grassland,0.309136,KM2
67643,DZA,Ain-Defla,Inland water,23.494336,KM2
67658,DZA,Souk-Ahras,Tree cover,449.79288,KM2
67663,DZA,Souk-Ahras,Sparse vegetation,171.57048,KM2
67668,DZA,Souk-Ahras,Cropland,3431.8733039999997,KM2
67678,DZA,Guelma,Bare area,4.63704,KM2
67698,DZA,Chlef,Bare area,30.295328,KM2
67713,DZA,Mostaganem,Wetland,0.0,KM2
67718,DZA,Mostaganem,Sparse vegetation,172.49788800000002,KM2
67733,DZA,El Oued,Sparse vegetation,117.54896400000001,KM2
67738,DZA,El Oued,Artificial surfaces,80.066224,KM2
67743,DZA,El Oued,Bare area,42743.152744,KM2
67748,DZA,El Oued,Inland water,690.996244,KM2
67773,DZA,Tindouf,Shrubland,0.0,KM2
67778,DZA,Tindouf,Sparse vegetation,100.391916,KM2
67783,DZA,Blida,Sparse vegetation,0.0,KM2
67798,DZA,Tebessa,Sparse vegetation,5102.28968,KM2
67803,DZA,Tebessa,Bare area,3090.7417280000004,KM2
67818,DZA,Djelfa,Sparse vegetation,13532.119264,KM2
67843,DZA,Alger,Tree cover,74.038072,KM2
67848,DZA,Alger,Grassland,0.0,KM2
67853,DZA,Alger,Wetland,0.0,KM2
67863,DZA,El-Tarf,Tree cover,1616.0857240000003,KM2
67888,DZA,Jijel,Shrubland,21.021248,KM2
67893,DZA,Jijel,Cropland,928.3354079999999,KM2
67898,DZA,Jijel,Artificial surfaces,76.820296,KM2
67908,DZA,Laghouat,Bare area,20849.136532,KM2
67928,DZA,Sidi Bel Abbes,Wetland,0.0,KM2
67933,DZA,Sidi Bel Abbes,Shrubland,1523.5767759999999,KM2
67943,DZA,Bejaia,Wetland,0.0,KM2
67953,DZA,Constantine,Cropland,2047.948716,KM2
67958,DZA,Constantine,Artificial surfaces,90.03586,KM2
67963,DZA,Constantine,Inland water,2.7822240000000003,KM2
67978,DZA,Batna,Grassland,4.405188,KM2
67983,DZA,Batna,Wetland,0.540988,KM2
67988,DZA,Batna,Cropland,4531.856476000001,KM2
67993,DZA,Batna,Inland water,1.004692,KM2
68008,DZA,Tipaza,Tree cover,944.178628,KM2
68013,DZA,Tipaza,Grassland,0.0,KM2
68018,DZA,Tipaza,Wetland,0.077284,KM2
68028,DZA,Tiaret,Cropland,10976.723804000001,KM2
68033,DZA,Tiaret,Artificial surfaces,58.272135999999996,KM2
68043,DZA,Bouira,Tree cover,723.2236720000001,KM2
68048,DZA,Bouira,Cropland,2166.1932359999996,KM2
68058,DZA,Setif,Grassland,2.086668,KM2
68063,DZA,Setif,Shrubland,878.6417959999999,KM2
68068,DZA,Setif,Cropland,4794.467508000001,KM2
68083,DZA,Mila,Grassland,0.0,KM2
68088,DZA,Mila,Shrubland,149.23540400000002,KM2
68093,DZA,Mila,Cropland,3139.4306480000005,KM2
68098,DZA,Mila,Bare area,12.674576000000002,KM2
68118,DZA,Bechar,Artificial surfaces,33.541256,KM2
68123,DZA,Bechar,Bare area,158030.786904,KM2
68138,DZA,Ain-Temouchent,Sparse vegetation,272.194248,KM2
68143,DZA,Ain-Temouchent,Artificial surfaces,37.328172,KM2
68163,DZA,Tamanrasset,Grassland,23.417052,KM2
68168,DZA,Tamanrasset,Sparse vegetation,49.84818,KM2
68183,DZA,Medea,Grassland,0.309136,KM2
68188,DZA,Medea,Shrubland,476.61042799999996,KM2
68193,DZA,Medea,Cropland,4543.217224,KM2
68218,DZA,Ghardaia,Inland water,0.38642,KM2
68223,DZA,Annaba,Cropland,584.112472,KM2
68238,DZA,Bordj Bou Arrer,Tree cover,127.595884,KM2
68243,DZA,Bordj Bou Arrer,Wetland,0.0,KM2
68248,DZA,Bordj Bou Arrer,Artificial surfaces,60.745224,KM2
68253,DZA,Bordj Bou Arrer,Inland water,5.950868000000001,KM2
68288,ASM,Administrative unit not available,Wetland,0.0,KM2
68293,ASM,Administrative unit not available,Sparse vegetation,0.154568,KM2
68298,ASM,Administrative unit not available,Bare area,0.0,KM2
68313,AND,Encamp,Wetland,0.0,KM2
68318,AND,Encamp,Artificial surfaces,0.850124,KM2
68338,AND,Andorra La Vella,Grassland,0.0,KM2
68343,AND,Andorra La Vella,Artificial surfaces,2.31852,KM2
68368,AND,Sant Julia De Loria,Tree cover,48.147932000000004,KM2
68373,AND,Sant Julia De Loria,Inland water,0.0,KM2
68388,AND,La Massana,Cropland,0.618272,KM2
68403,AND,Canillo,Grassland,38.873852,KM2
68423,AGO,Bengo,Grassland,6745.965792000001,KM2
68428,AGO,Bengo,Cropland,3212.7731639999997,KM2
68453,AGO,Kuanza Norte,Tree cover,15586.791688,KM2
68458,AGO,Kuanza Norte,Sparse vegetation,0.0,KM2
68463,AGO,Kuanza Norte,Cropland,603.8198920000001,KM2
68468,AGO,Cuanza Sul,Grassland,2665.602444,KM2
68473,AGO,Cuanza Sul,Wetland,253.955224,KM2
68478,AGO,Cuanza Sul,Artificial surfaces,39.878544000000005,KM2
68483,AGO,Cuanza Sul,Inland water,273.508076,KM2
68498,AGO,Cuando Cubango,Tree cover,62953.22788,KM2
68503,AGO,Cuando Cubango,Wetland,2776.81412,KM2
68508,AGO,Cuando Cubango,Shrubland,76288.96850000002,KM2
68513,AGO,Cuando Cubango,Sparse vegetation,0.0,KM2
68523,AGO,Malanje,Wetland,124.04082,KM2
68528,AGO,Malanje,Bare area,0.0,KM2
68558,AGO,Namibe,Bare area,26779.67884,KM2
68568,AGO,Uige,Sparse vegetation,0.0,KM2
68583,AGO,Benguela,Shrubland,12996.077440000001,KM2
68593,AGO,Cunene,Cropland,10348.018463999999,KM2
68603,AGO,Moxico,Artificial surfaces,28.054092000000004,KM2
68608,AGO,Moxico,Bare area,1.004692,KM2
68613,AGO,Moxico,Inland water,652.1996760000001,KM2
68633,AGO,Huila,Shrubland,21622.285668000004,KM2
68638,AGO,Huila,Artificial surfaces,61.67263200000001,KM2
68643,AGO,Lunda Norte,Artificial surfaces,46.524968,KM2
68673,AGO,Lunda Sul,Shrubland,3586.4413039999995,KM2
68678,AGO,Lunda Sul,Cropland,1055.6994399999999,KM2
68683,AGO,Lunda Sul,Bare area,0.0,KM2
68688,AGO,Lunda Sul,Inland water,45.21114,KM2
68713,AGO,Luanda,Artificial surfaces,588.981364,KM2
68723,AGO,Cabinda,Artificial surfaces,42.428915999999994,KM2
68728,AGO,Cabinda,Inland water,82.230176,KM2
68793,AIA,Name Unknown,Tree cover,0.231852,KM2
68803,AIA,Name Unknown,Shrubland,0.0,KM2
68813,ATG,St. Mary,Grassland,12.597292,KM2
68823,ATG,St. Philip,Tree cover,17.079764,KM2
68828,ATG,Barbuda,Shrubland,1.54568,KM2
68858,ATG,St. George,Grassland,20.016556,KM2
68863,ATG,St. George,Shrubland,0.0,KM2
68878,ARG,Chubut,Tree cover,11076.420164000001,KM2
68883,ARG,Chubut,Sparse vegetation,101912.787836,KM2
68893,ARG,San Luis,Sparse vegetation,622.5226200000001,KM2
68913,ARG,Santa Cruz,Sparse vegetation,131282.94907200002,KM2
68923,ARG,Salta,Cropland,19804.643272,KM2
68933,ARG,Rio Negro,Bare area,897.26724,KM2
68958,ARG,Entre Rios,Grassland,9211.47996,KM2
68963,ARG,Buenos Aires D.f.,Tree cover,0.154568,KM2
68968,ARG,Buenos Aires D.f.,Shrubland,0.77284,KM2
68973,ARG,La Pampa,Tree cover,2581.981156,KM2
68978,ARG,La Pampa,Cropland,37134.575580000004,KM2
69023,ARG,Buenos Aires,Cropland,237178.41328,KM2
69033,ARG,Santa Fe,Grassland,2398.12252,KM2
69038,ARG,Santa Fe,Sparse vegetation,142.9754,KM2
69043,ARG,Santa Fe,Bare area,12.829144,KM2
69048,ARG,La Rioja,Inland water,32.922984,KM2
69063,ARG,Formosa,Wetland,15381.216247999999,KM2
69068,ARG,Jujuy,Tree cover,9847.449996,KM2
69073,ARG,Corrientes,Grassland,11761.388255999998,KM2
69078,ARG,Corrientes,Bare area,3.9414840000000004,KM2
69083,ARG,Tucuman,Shrubland,3481.025928,KM2
69088,ARG,Tucuman,Bare area,319.18291999999997,KM2
69098,ARM,Shirak,Sparse vegetation,3.2459279999999997,KM2
69108,ARM,Lori,Bare area,6.260004,KM2
69123,ARM,Armavir,Wetland,1.004692,KM2
69128,ARM,Aragatsotn,Wetland,0.0,KM2
69138,ARM,Ararat,Wetland,2.7049399999999997,KM2
69143,ARM,Ararat,Sparse vegetation,182.931228,KM2
69163,ARM,Vayots Dzor,Artificial surfaces,8.192104,KM2
69188,ARM,Syunik,Tree cover,1219.618804,KM2
69223,ARM,Yerevan,Bare area,8.810376,KM2
69228,ARM,Yerevan,Inland water,0.77284,KM2
69238,ABW,Administrative unit not available,Shrubland,97.686976,KM2
69243,AZE,Yukhari Garabakh,Tree cover,1390.72558,KM2
69248,AZE,Yukhari Garabakh,Cropland,5135.90822,KM2
69268,AZE,Daghlig Shirvan,Wetland,0.0,KM2
69273,AZE,Daghlig Shirvan,Cropland,4567.793536,KM2
69283,AZE,Absheron,Grassland,17.311616,KM2
69293,AZE,Aran,Artificial surfaces,289.73771600000003,KM2
69328,AZE,Shaki-Zaqatala,Bare area,95.83216,KM2
69343,AZE,Kalbajar-Lachin,Tree cover,1451.934508,KM2
69348,AZE,Kalbajar-Lachin,Shrubland,141.42972,KM2
69353,AZE,Kalbajar-Lachin,Sparse vegetation,60.977076,KM2
69358,AZE,Kalbajar-Lachin,Cropland,2701.539504,KM2
69363,AZE,Kalbajar-Lachin,Artificial surfaces,1.9320999999999997,KM2
69368,AZE,Ganja-Gazakh,Shrubland,1076.488836,KM2
69383,AZE,Lankaran,Sparse vegetation,102.78772,KM2
69403,AZE,Nakhchivan,Bare area,458.603256,KM2
69413,BHS,Administrative unit not available,Shrubland,13.988404,KM2
69433,BHR,Muharraq,Tree cover,0.0,KM2
69438,BHR,Muharraq,Wetland,0.0,KM2
69443,BHR,Muharraq,Sparse vegetation,0.0,KM2
69458,BHR,Isa Town,Artificial surfaces,10.974328,KM2
69463,BHR,Isa Town,Inland water,0.0,KM2
69478,BHR,Western Region,Tree cover,0.618272,KM2
69483,BHR,Western Region,Artificial surfaces,38.332864,KM2
69498,BHR,Hamad Town,Bare area,4.2506200000000005,KM2
69508,BHR,Jidhafs,Tree cover,0.0,KM2
69533,BHR,Riffa,Tree cover,0.154568,KM2
69538,BHR,Riffa,Shrubland,0.0,KM2
69543,BHR,Riffa,Artificial surfaces,47.375092,KM2
69548,BHR,Riffa,Bare area,173.889,KM2
69563,BHR,Central Region,Wetland,0.0,KM2
69568,BHR,Central Region,Shrubland,0.0,KM2
69573,BHR,Central Region,Sparse vegetation,0.231852,KM2
69583,BHR,Sitra,Grassland,0.0,KM2
69603,BHR,Northern Region,Grassland,0.0,KM2
69608,BHR,Northern Region,Shrubland,0.0,KM2
69618,BHR,Hawar Island,Tree cover,0.077284,KM2
69623,BHR,Hawar Island,Sparse vegetation,0.0,KM2
69633,BHR,Hidd,Tree cover,0.0,KM2
69638,BHR,Hidd,Cropland,0.0,KM2
69643,BHR,Manama,Grassland,0.0,KM2
69648,BHR,Manama,Wetland,0.0,KM2
69653,BHR,Manama,Cropland,0.0,KM2
69658,BHR,Manama,Artificial surfaces,18.007171999999997,KM2
69668,BGD,Chittagong,Shrubland,4045.2764119999997,KM2
69673,BGD,Chittagong,Inland water,1815.7875800000002,KM2
69698,BGD,Dhaka,Cropland,26840.578632,KM2
69703,BGD,Dhaka,Bare area,96.99141999999999,KM2
69723,BGD,Khulna,Tree cover,4753.429704,KM2
69733,BGD,Rajshahi,Tree cover,26.353844,KM2
69758,BGD,Sylhet,Grassland,34.236812,KM2
69763,BGD,Sylhet,Wetland,13.13828,KM2
69768,BGD,Sylhet,Sparse vegetation,0.0,KM2
69773,BGD,Sylhet,Cropland,10888.233624000002,KM2
69788,BRB,St. Phillip,Tree cover,0.154568,KM2
69793,BRB,St. Phillip,Grassland,1.313828,KM2
69798,BRB,St. Phillip,Cropland,44.129164,KM2
69803,BRB,St. Phillip,Inland water,1.3911120000000001,KM2
69813,BRB,St. Andrew,Cropland,15.456799999999998,KM2
69818,BRB,St. Andrew,Artificial surfaces,0.0,KM2
69823,BRB,Christ Church,Sparse vegetation,0.0,KM2
69828,BRB,Christ Church,Artificial surfaces,21.021248,KM2
69848,BRB,St. Lucy,Shrubland,0.0,KM2
69853,BRB,St. Lucy,Inland water,1.3911120000000001,KM2
69878,BRB,St. George,Grassland,0.0,KM2
69883,BRB,St. George,Inland water,0.0,KM2
69898,BRB,St. Peter,Tree cover,6.0281519999999995,KM2
69903,BRB,St. Peter,Bare area,0.0,KM2
69918,BRB,St. Tomas,Wetland,0.0,KM2
69923,BRB,St. Tomas,Shrubland,0.0,KM2
69928,BRB,St. Tomas,Sparse vegetation,0.154568,KM2
69933,BRB,St. Tomas,Artificial surfaces,2.7822240000000003,KM2
69948,BRB,St. Joseph,Grassland,0.0,KM2
69953,BRB,St. Joseph,Shrubland,0.0,KM2
69958,BRB,St. Joseph,Bare area,0.0,KM2
69983,BRB,St. Michael,Tree cover,0.0,KM2
69988,BRB,St. Michael,Sparse vegetation,0.0,KM2
69993,BRB,St. Michael,Bare area,0.0,KM2
70008,BRB,St. James,Artificial surfaces,11.515316,KM2
70018,BRB,St. John,Sparse vegetation,0.0,KM2
70023,BRB,St. John,Artificial surfaces,0.309136,KM2
70053,BLR,Mogilev,Shrubland,0.0,KM2
70068,BLR,Vitebsk,Wetland,81.53462,KM2
70088,BLR,Brest,Shrubland,0.0,KM2
70093,BLR,Brest,Bare area,0.231852,KM2
70098,BLR,Gomel,Wetland,180.07172,KM2
70103,BLR,Gomel,Artificial surfaces,303.18513199999995,KM2
70108,BLR,Grodno,Grassland,306.121924,KM2
70113,BLR,Grodno,Sparse vegetation,0.6955560000000001,KM2
70118,BLR,Grodno,Artificial surfaces,232.856692,KM2
70123,BLR,Grodno,Bare area,0.077284,KM2
70128,BLR,Grodno,Inland water,88.49018,KM2
70138,BLR,Minsk,Grassland,479.93363999999997,KM2
70143,BLZ,Toledo,Artificial surfaces,2.395804,KM2
70148,BLZ,Orange Walk,Shrubland,114.92130800000001,KM2
70173,BEN,Plateau,Sparse vegetation,0.0,KM2
70178,BEN,Plateau,Cropland,2746.3642239999995,KM2
70203,BEN,Collines,Artificial surfaces,40.419532000000004,KM2
70218,BEN,Atakora,Grassland,5.5644480000000005,KM2
70253,BEN,Alibori,Bare area,0.0,KM2
70263,BEN,Borgou,Shrubland,3848.511348,KM2
70288,BTN,Monggar,Bare area,0.0,KM2
70298,BTN,Tsirang,Artificial surfaces,0.0,KM2
70303,BTN,Tsirang,Inland water,0.0,KM2
70328,BTN,Pemagatshel,Shrubland,9.583216,KM2
70338,BTN,Dagana,Artificial surfaces,0.0,KM2
70343,BTN,Sarpang,Wetland,0.231852,KM2
70348,BTN,Zhemgang,Artificial surfaces,0.0,KM2
70353,BTN,Zhemgang,Inland water,1.081976,KM2
70373,BTN,Samtse,Shrubland,22.103223999999997,KM2
70378,BTN,Samtse,Sparse vegetation,0.0,KM2
70388,BTN,Punakha,Artificial surfaces,0.0,KM2
70393,BTN,Trongsa,Bare area,1.3911120000000001,KM2
70398,BTN,Trashigang,Sparse vegetation,0.0,KM2
70403,BTN,Trashigang,Cropland,73.187948,KM2
70408,BTN,Chhukha,Tree cover,1774.904344,KM2
70418,BTN,Haa,Bare area,1.3911120000000001,KM2
70423,BOL,Chuquisaca,Grassland,8309.807532,KM2
70443,BOL,Cochabamba,Sparse vegetation,1956.599028,KM2
70448,BOL,Beni,Inland water,5044.172112,KM2
70468,BOL,Potosi,Cropland,833.662508,KM2
70488,BIH,Federacija Bosne I Hercegovine,Cropland,6920.241212000001,KM2
70493,BWA,Kgatleng,Inland water,7.728399999999999,KM2
70508,BWA,Ghanzi,Wetland,0.0,KM2
70513,BWA,Ghanzi,Cropland,78.134124,KM2
70518,BWA,Ghanzi,Bare area,32.613848000000004,KM2
70523,BWA,Kweneng,Shrubland,31920.610520000002,KM2
70533,BWA,Kgalagadi,Cropland,84.703264,KM2
70558,BWA,South-East,Tree cover,238.11200399999998,KM2
70568,BWA,Central,Wetland,91.272404,KM2
70573,BWA,Central,Shrubland,95881.85361200002,KM2
70593,BRA,Para,Bare area,9.196796,KM2
70598,BRA,Para,Inland water,33653.858788,KM2
70618,BRA,Tocantins,Inland water,2577.266832,KM2
70628,BRA,Distrito Federal,Sparse vegetation,2.2412360000000002,KM2
70643,BRA,Minas Gerais,Wetland,1075.561428,KM2
70648,BRA,Minas Gerais,Bare area,44.361016,KM2
70653,BRA,Minas Gerais,Inland water,5283.211523999999,KM2
70663,BRA,Name Unknown,Artificial surfaces,0.0,KM2
70673,BRA,Bahia,Sparse vegetation,683.8088319999999,KM2
70683,BRA,Rio Grande Do Sul,Bare area,594.159392,KM2
70688,BRA,Rio Grande Do Sul,Inland water,8084.29282,KM2
70708,BRA,Amapa,Tree cover,125179.367888,KM2
70718,BRA,Piaui,Wetland,66.618808,KM2
70733,BRA,Sao Paulo,Cropland,160302.85921999998,KM2
70738,BRA,Alagoas,Wetland,24.035324,KM2
70748,BRA,Rondonia,Cropland,70462.37317199999,KM2
70753,BRA,Rondonia,Bare area,3.3232120000000003,KM2
70773,BRA,Pernambuco,Wetland,26.121992,KM2
70778,BRA,Ceara,Cropland,31129.22236,KM2
70788,BRA,Goias,Sparse vegetation,86.789932,KM2
70793,BRA,Goias,Cropland,225354.579552,KM2
70808,BRA,Parana,Grassland,17415.253844000003,KM2
70813,BRA,Sergipe,Cropland,8608.201056,KM2
70818,BRA,Sergipe,Artificial surfaces,169.020108,KM2
70828,BRA,Santa Catarina,Tree cover,65089.280356,KM2
70833,BRA,Amazonas,Shrubland,5432.446927999999,KM2
70848,BRA,Rio Grande Do Norte,Shrubland,19293.332327999997,KM2
70863,BRA,Mato Grosso Do Sul,Artificial surfaces,530.245524,KM2
70888,BRA,Maranhao,Cropland,41213.625100000005,KM2
70923,VGB,Jost van Dyke,Cropland,0.0,KM2
70928,VGB,Jost van Dyke,Artificial surfaces,0.077284,KM2
70933,BRN,Belait,Cropland,121.104028,KM2
70938,BRN,Belait,Artificial surfaces,23.030632,KM2
70943,BRN,Temburong,Sparse vegetation,0.0,KM2
70948,BRN,Brunei and Muara,Grassland,0.0,KM2
70953,BRN,Brunei and Muara,Cropland,279.69079600000003,KM2
70958,BRN,Tutong,Cropland,241.5125,KM2
70963,BFA,Centre-ouest,Wetland,0.309136,KM2
70973,BFA,Centre,Grassland,48.688919999999996,KM2
70983,BFA,Est,Tree cover,1167.529388,KM2
70988,BFA,Est,Shrubland,10045.528887999999,KM2
70993,BFA,Est,Cropland,31673.147151999998,KM2
71003,BFA,Centre-sud,Tree cover,284.482404,KM2
71008,BFA,Centre-sud,Grassland,1.9320999999999997,KM2
71013,BFA,Centre-est,Tree cover,162.21911599999999,KM2
71023,BFA,Plateau Central,Grassland,485.498088,KM2
71033,BFA,Centre-nord,Grassland,7930.806796000001,KM2
71043,BFA,Sahel,Artificial surfaces,2.2412360000000002,KM2
71048,BFA,Hauts-bassins,Grassland,64.91856,KM2
71058,BFA,Cascades,Grassland,51.471144,KM2
71063,BFA,Cascades,Cropland,13925.262972,KM2
71093,BDI,Makamba,Inland water,578.7025920000001,KM2
71108,BDI,Bubanza,Shrubland,19.70742,KM2
71123,BDI,Cibitoke,Tree cover,434.49064799999996,KM2
71143,BDI,Muramvya,Wetland,0.0,KM2
71148,BDI,Muramvya,Shrubland,4.4824720000000005,KM2
71153,BDI,Bururi,Bare area,0.0,KM2
71163,BDI,Rutana,Wetland,71.71955200000001,KM2
71168,BDI,Karuzi,Inland water,0.0,KM2
71173,BDI,Gitega,Wetland,0.0,KM2
71178,BDI,Gitega,Sparse vegetation,0.0,KM2
71198,BDI,Cankuzo,Tree cover,395.38494399999996,KM2
71213,BDI,Bujumbura Mairie,Bare area,0.0,KM2
71233,KHM,Mondul Kiri,Grassland,33.541256,KM2
71238,KHM,Mondul Kiri,Cropland,825.547688,KM2
71248,KHM,Prey Veng,Artificial surfaces,3.9414840000000004,KM2
71258,KHM,Area under National Administration 2,Grassland,0.0,KM2
71263,KHM,Kep,Sparse vegetation,0.0,KM2
71273,KHM,Koh Kong,Wetland,9.583216,KM2
71278,KHM,Area under National Administration 1,Artificial surfaces,0.0,KM2
71293,KHM,Kampong Thom,Tree cover,4630.3162919999995,KM2
71338,KHM,Kratie,Sparse vegetation,0.38642,KM2
71343,KHM,Kratie,Inland water,292.82907600000004,KM2
71348,KHM,Battambang,Tree cover,1179.817544,KM2
71353,KHM,Battambang,Grassland,17.698036000000002,KM2
71358,KHM,Battambang,Artificial surfaces,32.07286,KM2
71368,KHM,Siem Reap,Cropland,5917.326743999999,KM2
71378,KHM,Banteay Meanchey,Sparse vegetation,0.0,KM2
71383,KHM,Banteay Meanchey,Inland water,19.475568000000003,KM2
71393,KHM,Takeo,Tree cover,9.042228000000001,KM2
71398,KHM,Takeo,Grassland,4.714324,KM2
71413,KHM,Preah Vihear,Grassland,40.18768,KM2
71418,KHM,Preah Vihear,Cropland,2230.725376,KM2
71423,KHM,Preah Vihear,Bare area,0.0,KM2
71428,KHM,Stung Treng,Tree cover,9686.00372,KM2
71433,KHM,Stung Treng,Artificial surfaces,0.077284,KM2
71448,KHM,Kampong Cham,Shrubland,408.44594,KM2
71468,CMR,Centre,Sparse vegetation,0.0,KM2
71478,CMR,Adamaoua,Bare area,0.0,KM2
71493,CMR,Nord,Cropland,16357.467736,KM2
71503,CMR,Est,Wetland,14.529392,KM2
71518,CMR,Extrême - Nord,Tree cover,1116.908368,KM2
71523,CMR,Extrême - Nord,Sparse vegetation,0.0,KM2
71533,CPV,Boa Vista,Artificial surfaces,0.0,KM2
71543,CPV,Santiago,Shrubland,524.140088,KM2
71548,CPV,Santiago,Inland water,81.380052,KM2
71558,CPV,Santa Luzia,Tree cover,0.0,KM2
71563,CPV,Ilheu Raso,Tree cover,0.0,KM2
71568,CPV,Sao Nicolau,Artificial surfaces,0.77284,KM2
71573,CPV,Maio,Wetland,0.0,KM2
71578,CPV,Maio,Shrubland,98.07339599999999,KM2
71613,CPV,Sal,Sparse vegetation,4.018768,KM2
71618,CPV,Rombo,Grassland,0.0,KM2
71623,CPV,Rombo,Shrubland,0.0,KM2
71628,CPV,Rombo,Sparse vegetation,0.0,KM2
71633,CPV,Rombo,Cropland,0.0,KM2
71663,CYM,Cayman Brac,Inland water,4.327904,KM2
71668,CAF,Kémo,Bare area,1.468396,KM2
71688,CAF,Ouham Pendé,Sparse vegetation,0.0,KM2
71693,CAF,Ouham Pendé,Cropland,193.055432,KM2
71698,CAF,Haute-Kotto,Tree cover,75857.569212,KM2
71708,CAF,Mbomou,Artificial surfaces,6.18272,KM2
71718,CAF,Ombella M'Poko,Shrubland,53.789664,KM2
